,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
North American Industry Classification System (NAICS),Retail trade  [44-45],Motor vehicle and parts dealers  [441],Automobile dealers  [4411],New car dealers  [44111],Used car dealers  [44112],Other motor vehicle dealers  [4412],"Automotive parts, accessories and tire stores  [4413]",Furniture and home furnishings stores  [442],Furniture stores  [4421],Home furnishings stores  [4422],Electronics and appliance stores  [443],Building material and garden equipment and supplies dealers  [444],Food and beverage stores  [445],Grocery stores  [4451],Supermarkets and other grocery (except convenience) stores   [44511],Convenience stores  [44512],Specialty food stores  [4452],"Beer, wine and liquor stores  [4453]",Health and personal care stores  [446],Gasoline stations  [447],Clothing and clothing accessories stores  [448],Clothing stores  [4481],Shoe stores  [4482],"Jewellery, luggage and leather goods stores  [4483]","Sporting goods, hobby, book and music stores  [451]",General merchandise stores  [452],Department stores  [4521],Other general merchandise stores  [4529],Miscellaneous store retailers  [453],Cannabis stores  [453993] 6
Jan-98,"20,776,214","5,195,405",..,"4,339,474",..,..,..,"644,047","439,998","204,049","602,581","1,041,593","5,250,629",..,"3,858,573",..,..,"799,433","1,380,191","1,666,995","1,337,614",..,..,..,"566,067","2,554,971","1,329,863","1,225,108","536,122",..
Feb-98,"21,153,779","5,401,346",..,"4,487,321",..,..,..,"663,561","453,692","209,869","608,328","1,062,719","5,222,640",..,"3,846,256",..,..,"790,309","1,403,695","1,655,826","1,381,748",..,..,..,"592,026","2,612,314","1,374,942","1,237,372","549,577",..
Mar-98,"21,041,225","5,283,746",..,"4,383,105",..,..,..,"656,681","444,173","212,508","609,425","1,046,828","5,258,501",..,"3,880,213",..,..,"794,404","1,406,644","1,641,834","1,370,989",..,..,..,"582,926","2,608,566","1,393,374","1,215,192","575,086",..
Apr-98,"21,504,619","5,562,955",..,"4,632,887",..,..,..,"670,585","459,202","211,383","609,562","1,068,358","5,302,157",..,"3,905,694",..,..,"810,207","1,419,358","1,646,865","1,384,247",..,..,..,"598,785","2,693,440","1,421,532","1,271,908","548,308",..
May-98,"21,504,262","5,598,542",..,"4,658,349",..,..,..,"671,063","463,606","207,457","619,997","1,062,882","5,303,922",..,"3,906,487",..,..,"808,617","1,435,394","1,640,800","1,388,780",..,..,..,"597,657","2,637,585","1,354,543","1,283,042","547,641",..
Jun-98,"21,247,311","5,474,152",..,"4,552,738",..,..,..,"688,798","473,743","215,055","634,923","1,042,594","5,321,133",..,"3,926,016",..,..,"806,715","1,417,433","1,620,322","1,363,831",..,..,..,"593,637","2,554,579","1,293,249","1,261,330","535,910",..
Jul-98,"21,385,620","5,420,407",..,"4,505,256",..,..,..,"680,439","469,945","210,494","647,921","1,066,235","5,337,820",..,"3,929,980",..,..,"812,258","1,429,862","1,634,715","1,380,565",..,..,..,"601,506","2,633,453","1,343,579","1,289,874","552,698",..
Aug-98,"21,335,980","5,429,522",..,"4,514,376",..,..,..,"684,710","469,246","215,464","645,351","1,107,679","5,280,307",..,"3,873,769",..,..,"821,697","1,426,134","1,630,778","1,387,934",..,..,..,"594,219","2,600,750","1,333,445","1,267,305","548,597",..
Sep-98,"21,660,645","5,536,930",..,"4,600,981",..,..,..,"693,711","477,115","216,596","659,046","1,155,476","5,335,475",..,"3,914,404",..,..,"833,569","1,416,682","1,618,637","1,398,993",..,..,..,"607,263","2,673,968","1,370,840","1,303,128","564,465",..
Oct-98,"21,565,457","5,447,466",..,"4,526,122",..,..,..,"692,522","474,238","218,284","661,277","1,145,890","5,337,973",..,"3,913,246",..,..,"830,601","1,424,523","1,617,637","1,391,555",..,..,..,"616,838","2,657,453","1,362,109","1,295,344","572,324",..
Nov-98,"21,714,061","5,529,655",..,"4,578,391",..,..,..,"701,644","479,563","222,081","669,465","1,112,166","5,375,042",..,"3,951,129",..,..,"832,831","1,404,669","1,620,851","1,415,500",..,..,..,"617,665","2,686,977","1,387,936","1,299,041","580,428",..
Dec-98,"21,605,209","5,465,397",..,"4,529,016",..,..,..,"704,773","484,543","220,230","670,200","1,167,524","5,288,775",..,"3,868,254",..,..,"833,637","1,407,978","1,611,581","1,397,801",..,..,..,"614,178","2,699,388","1,401,862","1,297,526","577,615",..
Jan-99,"22,074,043","5,593,229",..,"4,680,702",..,..,..,"713,113","498,264","214,849","670,778","1,219,158","5,410,398",..,"3,956,199",..,..,"857,887","1,446,869","1,619,917","1,402,004",..,..,..,"608,987","2,796,887","1,409,272","1,387,615","592,705",..
Feb-99,"22,286,260","5,842,331",..,"4,925,742",..,..,..,"752,495","532,428","220,067","673,580","1,225,893","5,377,147",..,"3,922,763",..,..,"855,746","1,462,671","1,596,367","1,414,540",..,..,..,"610,091","2,731,552","1,413,052","1,318,500","599,595",..
Mar-99,"22,402,680","5,781,799",..,"4,854,716",..,..,..,"726,945","506,451","220,494","684,398","1,232,205","5,449,016",..,"3,956,735",..,..,"873,245","1,468,134","1,634,892","1,415,998",..,..,..,"627,884","2,774,190","1,415,609","1,358,581","607,221",..
Apr-99,"22,389,229","5,737,848",..,"4,794,040",..,..,..,"703,521","481,267","222,254","685,713","1,275,952","5,409,736",..,"3,962,144",..,..,"858,426","1,445,528","1,713,091","1,429,851",..,..,..,"615,468","2,766,276","1,411,671","1,354,605","606,247",..
May-99,"22,300,484","5,504,296",..,"4,573,336",..,..,..,"741,568","515,907","225,661","692,026","1,239,866","5,471,703",..,"3,975,563",..,..,"882,793","1,448,861","1,750,562","1,440,435",..,..,..,"616,855","2,792,597","1,446,127","1,346,470","601,717",..
Jun-99,"22,450,487","5,798,663",..,"4,848,884",..,..,..,"767,534","544,278","223,256","681,986","1,122,345","5,442,651",..,"3,954,032",..,..,"872,631","1,459,447","1,748,062","1,421,840",..,..,..,"609,715","2,772,820","1,420,871","1,351,949","625,426",..
Jul-99,"22,614,164","5,843,576",..,"4,897,564",..,..,..,"738,657","506,762","231,895","695,502","1,110,911","5,464,040",..,"3,983,460",..,..,"882,053","1,463,754","1,799,681","1,453,684",..,..,..,"618,883","2,812,867","1,457,303","1,355,564","612,611",..
Aug-99,"22,806,183","6,001,683",..,"5,000,297",..,..,..,"733,477","503,116","230,361","687,561","1,030,199","5,422,725",..,"3,984,368",..,..,"832,084","1,466,206","1,891,954","1,447,716",..,..,..,"619,715","2,883,378","1,532,226","1,351,152","621,571",..
Sep-99,"22,817,165","5,961,061",..,"4,999,666",..,..,..,"733,139","501,325","231,814","665,583","1,016,997","5,501,507",..,"4,002,041",..,..,"892,261","1,472,566","1,896,898","1,419,125",..,..,..,"629,053","2,917,465","1,532,868","1,384,597","603,773",..
Oct-99,"22,967,565","5,964,429",..,"4,998,424",..,..,..,"767,386","526,899","240,487","696,073","1,096,603","5,480,232",..,"3,994,968",..,..,"894,471","1,471,547","1,913,048","1,459,386",..,..,..,"633,571","2,870,941","1,480,585","1,390,356","614,351",..
Nov-99,"23,036,527","5,963,036",..,"5,006,297",..,..,..,"750,185","513,566","236,619","711,342","1,113,964","5,557,012",..,"4,037,406",..,..,"909,284","1,477,246","1,943,510","1,433,361",..,..,..,"628,552","2,839,861","1,425,458","1,414,403","618,460",..
Dec-99,"23,387,176","6,121,744",..,"5,141,336",..,..,..,"754,679","519,651","235,028","708,959","1,139,557","5,622,667",..,"4,056,738",..,..,"947,308","1,473,912","2,027,242","1,469,221",..,..,..,"616,727","2,837,814","1,427,269","1,410,545","614,656",..
Jan-00,"23,434,451","6,105,246",..,"5,100,897",..,..,..,"765,772","530,836","234,936","734,668","1,177,872","5,440,836",..,"3,969,150",..,..,"865,575","1,465,182","2,048,329","1,482,152",..,..,..,"676,672","2,915,515","1,432,093","1,483,422","622,208",..
Feb-00,"23,378,327","5,977,252",..,"4,946,532",..,..,..,"764,632","524,049","240,583","739,102","1,134,245","5,573,036",..,"4,055,805",..,..,"906,791","1,447,575","2,133,008","1,471,927",..,..,..,"652,830","2,877,801","1,438,986","1,438,815","606,920",..
Mar-00,"23,813,646","6,210,468",..,"5,123,793",..,..,..,"784,160","544,779","239,381","745,864","1,191,416","5,606,919",..,"4,078,750",..,..,"914,910","1,458,832","2,146,974","1,510,970",..,..,..,"651,971","2,887,155","1,437,653","1,449,502","618,918",..
Apr-00,"23,537,859","5,995,550",..,"4,967,513",..,..,..,"791,774","548,894","242,880","767,999","1,107,612","5,693,668",..,"4,167,368",..,..,"925,367","1,473,280","2,105,168","1,458,979",..,..,..,"643,686","2,875,649","1,464,317","1,411,332","624,495",..
May-00,"23,644,020","6,086,831",..,"5,047,807",..,..,..,"778,172","532,373","245,799","768,332","1,114,110","5,597,849",..,"4,083,942",..,..,"917,882","1,470,541","2,135,757","1,482,930",..,..,..,"648,460","2,904,624","1,459,994","1,444,630","656,415",..
Jun-00,"23,841,011","6,121,333",..,"5,089,214",..,..,..,"762,394","518,861","243,533","763,733","1,141,485","5,651,480",..,"4,127,173",..,..,"927,276","1,480,697","2,200,828","1,516,355",..,..,..,"669,293","2,889,013","1,475,604","1,413,409","644,401",..
Jul-00,"24,204,193","6,243,355",..,"5,145,413",..,..,..,"832,329","577,734","254,595","781,120","1,141,667","5,675,397",..,"4,150,798",..,..,"922,465","1,496,811","2,255,955","1,526,512",..,..,..,"664,921","2,931,990","1,483,490","1,448,500","654,137",..
Aug-00,"24,266,358","6,384,235",..,"5,276,708",..,..,..,"800,914","548,294","252,620","778,004","1,108,677","5,702,434",..,"4,173,309",..,..,"924,689","1,498,722","2,196,666","1,513,787",..,..,..,"670,099","2,961,952","1,481,735","1,480,217","650,869",..
Sep-00,"24,495,699","6,400,593",..,"5,297,663",..,..,..,"812,133","555,503","256,630","796,553","1,069,940","5,738,262",..,"4,185,360",..,..,"944,127","1,510,544","2,267,969","1,609,561",..,..,..,"657,743","2,955,039","1,494,791","1,460,248","677,363",..
Oct-00,"24,330,740","6,140,822",..,"5,037,394",..,..,..,"810,972","555,943","255,029","789,534","1,127,471","5,758,101",..,"4,194,882",..,..,"949,857","1,518,505","2,335,303","1,535,720",..,..,..,"652,475","2,983,361","1,506,329","1,477,032","678,477",..
Nov-00,"24,373,656","6,110,129",..,"5,020,931",..,..,..,"799,782","542,249","257,533","778,509","1,138,492","5,768,575",..,"4,215,080",..,..,"942,279","1,519,280","2,420,332","1,539,499",..,..,..,"653,631","2,975,575","1,504,996","1,470,579","669,853",..
Dec-00,"24,518,477","6,127,541",..,"4,977,284",..,..,..,"799,521","548,446","251,075","768,363","1,137,025","5,834,926",..,"4,255,562",..,..,"965,916","1,514,397","2,429,960","1,544,288",..,..,..,"656,789","3,047,508","1,536,733","1,510,775","658,160",..
01-Jan,"24,640,517","6,466,600",..,"5,291,605",..,..,..,"806,303","546,728","259,575","796,301","1,137,717","5,696,585",..,"4,138,333",..,..,"938,529","1,527,502","2,335,413","1,555,018",..,..,..,"678,916","2,963,166","1,552,234","1,410,932","676,998",..
01-Feb,"24,477,976","6,055,824",..,"4,913,034",..,..,..,"799,892","545,975","253,917","799,196","1,153,552","5,839,097",..,"4,253,654",..,..,"962,408","1,542,627","2,366,363","1,540,907",..,..,..,"676,917","3,030,602","1,552,690","1,477,912","673,001",..
01-Mar,"24,583,988","6,202,112",..,"5,038,622",..,..,..,"817,345","561,712","255,633","818,115","1,166,957","5,852,022",..,"4,251,662",..,..,"968,812","1,540,891","2,230,017","1,567,127",..,..,..,"676,313","3,031,500","1,560,460","1,471,040","681,591",..
01-Apr,"24,944,482","6,444,206",..,"5,305,257",..,..,..,"803,227","545,565","257,662","774,601","1,165,866","5,855,919",..,"4,242,829",..,..,"976,603","1,559,558","2,351,314","1,587,862",..,..,..,"686,978","3,041,870","1,568,033","1,473,837","673,083",..
01-May,"25,143,416","6,403,003",..,"5,264,652",..,..,..,"811,415","548,750","262,665","753,390","1,230,527","5,935,519",..,"4,294,052",..,..,"1,001,273","1,570,764","2,411,422","1,567,926",..,..,..,"694,753","3,068,306","1,577,371","1,490,935","696,393",..
01-Jun,"25,190,078","6,478,226",..,"5,263,010",..,..,..,"818,545","549,239","269,306","792,956","1,283,261","5,921,536",..,"4,290,030",..,..,"988,657","1,583,275","2,357,996","1,543,092",..,..,..,"682,917","3,039,721","1,577,315","1,462,406","688,555",..
01-Jul,"24,813,831","6,364,342",..,"5,226,023",..,..,..,"832,816","563,601","269,215","787,071","1,204,458","5,917,999",..,"4,280,721",..,..,"999,840","1,584,010","2,161,062","1,541,055",..,..,..,"691,936","3,044,598","1,580,314","1,464,284","684,486",..
01-Aug,"25,017,925","6,397,326",..,"5,252,133",..,..,..,"843,046","563,341","279,705","794,607","1,201,481","5,980,189",..,"4,328,721",..,..,"1,008,631","1,589,413","2,201,913","1,567,623",..,..,..,"680,017","3,063,495","1,596,819","1,466,676","698,817",..
01-Sep,"24,703,734","6,160,578",..,"4,994,135",..,..,..,"840,003","569,217","270,786","786,832","1,177,721","5,992,455",..,"4,353,960",..,..,"997,896","1,589,322","2,307,391","1,552,499",..,..,..,"663,428","2,959,024","1,532,317","1,426,707","674,483",..
01-Oct,"25,149,772","6,502,626",..,"5,349,940",..,..,..,"853,563","577,394","276,169","799,219","1,231,588","5,984,656",..,"4,340,481",..,..,"1,002,459","1,610,877","2,163,112","1,559,343",..,..,..,"684,896","3,085,565","1,620,552","1,465,013","674,329",..
01-Nov,"25,657,476","6,888,530",..,"5,690,311",..,..,..,"890,742","606,871","283,871","808,608","1,274,721","6,022,774",..,"4,348,166",..,..,"1,029,936","1,637,734","2,063,711","1,581,266",..,..,..,"697,020","3,105,572","1,624,514","1,481,058","686,800",..
01-Dec,"26,124,705","7,164,192",..,"5,929,509",..,..,..,"899,653","615,893","283,760","821,182","1,274,073","6,050,194",..,"4,391,478",..,..,"1,017,484","1,658,523","2,036,399","1,620,012",..,..,..,"703,518","3,158,628","1,649,511","1,509,117","738,333",..
02-Jan,"26,496,729","7,435,820",..,"6,175,386",..,..,..,"928,791","623,093","305,698","841,027","1,378,626","6,049,398",..,"4,355,803",..,..,"1,048,082","1,676,092","2,070,347","1,591,327",..,..,..,"694,748","3,120,206","1,655,422","1,464,784","710,349",..
02-Feb,"26,105,990","6,938,647",..,"5,772,374",..,..,..,"902,323","606,814","295,509","847,545","1,329,985","6,123,945",..,"4,437,912",..,..,"1,045,201","1,680,908","2,078,144","1,604,168",..,..,..,"699,473","3,179,732","1,656,352","1,523,380","721,122",..
02-Mar,"26,072,633","6,668,976",..,"5,535,394",..,..,..,"907,065","605,804","301,261","857,316","1,342,283","6,194,443",..,"4,504,113",..,..,"1,059,258","1,686,811","2,226,418","1,572,922",..,..,..,"721,578","3,186,066","1,679,234","1,506,832","708,757",..
02-Apr,"26,657,565","7,151,415",..,"5,915,760",..,..,..,"925,497","613,483","312,014","855,352","1,378,101","6,070,790",..,"4,464,235",..,..,"1,003,924","1,695,457","2,331,933","1,627,792",..,..,..,"715,180","3,196,998","1,681,752","1,515,246","709,052",..
02-May,"26,165,998","6,857,831",..,"5,633,676",..,..,..,"938,097","635,380","302,717","868,848","1,358,602","6,143,175",..,"4,488,432",..,..,"1,031,748","1,709,222","2,237,793","1,530,409",..,..,..,"713,566","3,149,184","1,659,389","1,489,795","659,273",..
02-Jun,"26,768,924","6,997,591",..,"5,788,095",..,..,..,"930,437","619,938","310,499","850,541","1,471,186","6,203,650",..,"4,510,679",..,..,"1,063,597","1,700,812","2,331,433","1,621,860",..,..,..,"712,815","3,257,139","1,684,687","1,572,452","691,462",..
02-Jul,"26,620,588","6,816,365",..,"5,610,411",..,..,..,"929,643","625,022","304,621","857,777","1,408,750","6,277,241",..,"4,569,476",..,..,"1,065,978","1,698,399","2,409,634","1,591,375",..,..,..,"705,857","3,236,235","1,688,518","1,547,717","689,314",..
02-Aug,"26,767,279","6,841,978",..,"5,650,089",..,..,..,"943,793","635,017","308,776","865,071","1,354,149","6,326,651",..,"4,591,480",..,..,"1,077,123","1,711,753","2,469,859","1,615,088",..,..,..,"709,534","3,213,552","1,678,715","1,534,837","715,853",..
02-Sep,"26,620,259","6,903,000",..,"5,696,939",..,..,..,"942,684","629,260","313,424","863,124","1,363,425","6,260,510",..,"4,541,711",..,..,"1,063,839","1,705,989","2,428,984","1,552,060",..,..,..,"702,700","3,175,409","1,615,103","1,560,306","722,376",..
02-Oct,"27,061,844","6,972,148",..,"5,801,591",..,..,..,"937,307","625,673","311,634","874,275","1,451,674","6,360,385",..,"4,631,990",..,..,"1,078,061","1,703,186","2,475,851","1,631,374",..,..,..,"714,317","3,228,312","1,691,328","1,536,984","713,017",..
02-Nov,"27,015,215","6,882,976",..,"5,724,682",..,..,..,"938,000","624,612","313,388","875,510","1,453,144","6,348,072",..,"4,616,215",..,..,"1,074,708","1,714,257","2,527,760","1,620,998",..,..,..,"711,944","3,225,814","1,727,998","1,497,816","716,742",..
02-Dec,"27,172,388","6,997,325",..,"5,856,650",..,..,..,"944,842","623,189","321,653","872,417","1,461,549","6,376,431",..,"4,631,597",..,..,"1,085,134","1,727,554","2,550,238","1,586,179",..,..,..,"699,527","3,250,881","1,694,047","1,556,834","705,447",..
03-Jan,"27,137,545","6,820,253",..,"5,658,538",..,..,..,"938,031","616,257","321,774","865,044","1,441,403","6,476,849",..,"4,722,308",..,..,"1,094,938","1,721,936","2,631,475","1,626,075",..,..,..,"707,392","3,237,669","1,694,164","1,543,505","671,417",..
03-Feb,"27,622,538","7,077,423",..,"5,884,836",..,..,..,"933,015","613,089","319,926","849,744","1,477,929","6,454,596",..,"4,691,863",..,..,"1,095,593","1,720,633","2,846,366","1,584,054",..,..,..,"705,938","3,289,412","1,690,407","1,599,005","683,427",..
03-Mar,"27,275,170","6,852,015",..,"5,667,317",..,..,..,"936,198","615,028","321,170","884,208","1,477,197","6,466,854",..,"4,719,293",..,..,"1,070,247","1,737,589","2,733,287","1,579,792",..,..,..,"710,324","3,210,076","1,678,691","1,531,385","687,629",..
03-Apr,"27,176,306","6,792,995",..,"5,617,794",..,..,..,"950,614","633,822","316,792","894,608","1,536,208","6,596,945",..,"4,812,278",..,..,"1,085,751","1,745,707","2,448,339","1,582,651",..,..,..,"702,176","3,231,277","1,684,815","1,546,462","694,785",..
03-May,"27,484,615","7,229,907",..,"6,024,401",..,..,..,"993,188","661,922","331,266","914,215","1,537,665","6,398,714",..,"4,632,344",..,..,"1,070,783","1,757,229","2,259,508","1,619,206",..,..,..,"711,484","3,356,090","1,752,949","1,603,141","707,409",..
03-Jun,"27,569,750","6,935,823",..,"5,731,503",..,..,..,"1,003,481","685,929","317,552","924,230","1,537,351","6,587,340",..,"4,775,831",..,..,"1,107,058","1,774,273","2,335,598","1,657,438",..,..,..,"721,604","3,357,740","1,736,396","1,621,344","734,873",..
03-Jul,"27,707,861","7,037,152",..,"5,809,559",..,..,..,"1,014,229","685,883","328,346","940,611","1,578,621","6,527,032",..,"4,724,130",..,..,"1,098,527","1,794,459","2,387,513","1,619,956",..,..,..,"718,134","3,348,395","1,730,994","1,617,401","741,759",..
03-Aug,"28,020,755","6,922,460",..,"5,728,486",..,..,..,"1,018,182","689,853","328,329","932,274","1,800,857","6,570,564",..,"4,740,114",..,..,"1,125,989","1,778,150","2,500,629","1,614,480",..,..,..,"730,575","3,391,041","1,756,623","1,634,419","761,542",..
03-Sep,"27,841,344","6,907,738",..,"5,698,732",..,..,..,"1,009,932","670,300","339,632","924,024","1,688,694","6,531,027",..,"4,715,189",..,..,"1,113,369","1,800,152","2,491,417","1,635,976",..,..,..,"732,775","3,359,401","1,732,379","1,627,022","760,210",..
03-Oct,"27,825,024","6,863,361",..,"5,629,354",..,..,..,"1,020,689","672,399","348,290","938,095","1,614,657","6,589,337",..,"4,775,593",..,..,"1,096,995","1,809,160","2,401,723","1,646,656",..,..,..,"747,554","3,378,274","1,757,728","1,620,546","815,519",..
03-Nov,"27,777,531","6,653,475",..,"5,427,146",..,..,..,"1,037,147","684,329","352,818","949,714","1,599,886","6,643,680",..,"4,776,291",..,..,"1,144,256","1,801,907","2,408,838","1,659,023",..,..,..,"749,433","3,447,367","1,804,532","1,642,835","827,060",..
03-Dec,"27,704,978","6,484,875",..,"5,305,913",..,..,..,"1,040,641","694,946","345,695","956,842","1,620,759","6,696,290",..,"4,788,836",..,..,"1,190,236","1,825,371","2,506,583","1,645,603",..,..,..,"738,679","3,404,277","1,781,152","1,623,125","785,058",..
04-Jan,"27,935,993A","6,540,470A","5,723,655A","5,365,125A","358,530C","470,538B","346,276B","1,001,569A","663,149A","338,419A","893,589A","1,635,894A","6,840,155A","5,451,108A","4,964,993A","486,115A","249,816B","1,139,232A","1,866,342A","2,718,667A","1,633,856A","1,247,699A","199,029A","187,128B","724,156A","3,338,358A",x,x,"742,938B",..
04-Feb,"28,719,948A","7,112,508A","6,262,716A","5,901,563A","361,154B","498,083B","351,709B","1,044,436A","683,311A","361,125A","899,562A","1,670,244A","6,815,245A","5,414,996A","4,939,145A","475,851A","265,245B","1,135,003A","1,861,370A","2,745,826A","1,661,123A","1,281,922A","202,878A","176,323B","720,343A","3,429,203A",x,x,"760,088B",..
04-Mar,"28,689,514A","6,990,895A","6,087,962A","5,741,692A","346,270B","548,415B","354,518B","1,051,596A","688,801A","362,794A","913,696A","1,743,752A","6,887,719A","5,451,755A","4,967,122A","484,632A","269,978B","1,165,987A","1,860,220A","2,665,130A","1,661,206A","1,281,310A","205,639A","174,257A","711,162A","3,442,165B",x,x,"761,975B",..
04-Apr,"28,254,086A","6,744,641A","5,902,305A","5,567,340A","334,965B","494,283B","348,053B","1,069,390A","701,279A","368,111A","903,646A","1,718,920A","6,781,836A","5,395,616A","4,913,898A","481,718A","273,395B","1,112,825A","1,877,579A","2,575,841A","1,650,478A","1,275,215A","200,823A","174,440B","705,117A","3,445,377A",x,x,"781,260B",..
04-May,"28,554,094A","6,810,923A","5,981,358A","5,653,340A","328,018B","476,680B","352,885B","1,088,051A","720,642A","367,409A","938,072A","1,728,313A","6,818,651A","5,399,281A","4,925,086A","474,195A","275,148B","1,144,223A","1,873,793A","2,685,451A","1,680,703A","1,295,031A","207,694A","177,978B","692,436A","3,463,534A",x,x,"774,167B",..
04-Jun,"28,550,528A","6,759,778A","5,938,675A","5,591,839A","346,837B","472,422B","348,681B","1,084,386A","708,807A","375,579A","918,068A","1,750,440A","6,869,102A","5,449,368A","4,975,145A","474,223A","283,006B","1,136,728A","1,900,004A","2,687,884A","1,646,383A","1,258,870A","204,399A","183,113B","714,422A","3,464,372A",x,x,"755,690B",..
04-Jul,"28,616,168A","6,788,635A","5,968,243A","5,627,967A","340,276B","468,308B","352,084B","1,090,824A","711,913A","378,911A","924,779A","1,761,055A","6,832,490A","5,395,830A","4,917,052A","478,778B","285,560B","1,151,101A","1,903,550A","2,634,762A","1,697,106A","1,311,510A","206,548A","179,048B","713,141A","3,495,959A",x,x,"773,866B",..
04-Aug,"28,836,665A","6,745,877A","5,890,505A","5,534,931A","355,574C","468,330B","387,042B","1,088,692A","713,475A","375,217A","941,803A","1,766,053A","6,971,428A","5,526,196A","5,034,311A","491,885B","290,596B","1,154,636A","1,921,548A","2,630,570A","1,726,994A","1,347,158A","200,967A","178,869B","733,174A","3,528,677A",x,x,"781,851B",..
04-Sep,"29,243,662A","7,009,063A","6,151,315A","5,784,472A","366,843C","480,600B","377,148B","1,106,862A","723,637A","383,226A","970,945A","1,776,992A","7,058,797A","5,578,971A","5,098,095A","480,876A","289,255B","1,190,571A","1,905,043A","2,743,478A","1,705,304A","1,326,722A","198,602A","179,980A","718,293A","3,470,713A",x,x,"778,173B",..
04-Oct,"29,561,177A","7,116,468A","6,244,662A","5,857,198A","387,464C","488,334B","383,473B","1,108,853A","724,526A","384,327A","975,901A","1,807,074A","7,032,268A","5,571,380A","5,081,093A","490,288A","285,533B","1,175,355A","1,929,041A","2,905,568A","1,697,112A","1,319,281A","196,091A","181,740A","689,964A","3,531,328A",x,x,"767,599B",..
04-Nov,"29,901,036A","7,133,979A","6,206,045A","5,834,905A","371,140C","566,340B","361,594B","1,107,846A","733,588A","374,257A","993,620A","1,803,608A","7,186,855A","5,726,130A","5,237,668A","488,462A","286,849B","1,173,876A","1,940,697A","2,993,885A","1,696,620A","1,326,848A","188,670A","181,102A","721,673A","3,546,136A",x,x,"776,116B",..
04-Dec,"29,593,609A","6,967,413A","6,056,088A","5,703,989A","352,099C","547,544C","363,781B","1,092,306A","733,112A","359,195A","998,077A","1,818,555A","7,060,894A","5,629,559A","5,138,815A","490,744A","315,074B","1,116,260A","1,937,037A","2,933,697A","1,730,819A","1,342,320A","200,985A","187,514A","738,741A","3,533,886A",x,x,"782,185B",..
05-Jan,"29,888,781A","7,084,741A","6,186,590A","5,844,396A","342,195C","520,855B","377,295B","1,079,144A","708,537A","370,608A","989,700A","1,796,061A","7,243,140A","5,838,269A","5,335,630A","502,639A","275,367B","1,129,505A","1,940,862A","3,015,813A","1,718,831A","1,342,284A","204,417A","172,130B","717,143A","3,543,481A",x,x,"759,865B",..
05-Feb,"30,460,620A","7,545,051A","6,638,575A","6,240,394A","398,181C","540,695B","365,781B","1,109,461A","728,099A","381,362A","1,003,689A","1,841,024A","7,157,091A","5,686,450A","5,172,946A","513,504A","288,578B","1,182,063A","1,944,153A","3,065,435A","1,743,743A","1,354,740A","210,178A","178,824B","720,566A","3,549,180A",x,x,"781,227B",..
05-Mar,"30,006,264A","7,123,439A","6,224,123A","5,877,205A","346,918C","535,773B","363,543B","1,101,945A","728,603A","373,342A","1,006,399A","1,829,779A","7,155,029A","5,667,364A","5,164,026A","503,337A","291,054B","1,196,611A","1,949,669A","3,046,691A","1,730,544A","1,341,680A","208,282A","180,582B","717,965A","3,564,561A",x,x,"780,243B",..
05-Apr,"29,940,271A","7,093,365A","6,156,341A","5,820,651A","335,689C","555,743B","381,281B","1,118,903A","738,566A","380,337A","1,021,134A","1,870,612A","7,069,848A","5,618,325A","5,116,511A","501,815B","293,344B","1,158,180A","1,958,142A","3,012,691A","1,734,429A","1,340,871A","213,398A","180,159B","716,523A","3,573,072A",x,x,"771,553B",..
05-May,"29,935,878A","7,189,826A","6,258,882A","5,917,095A","341,787C","557,140B","373,804B","1,109,302A","728,250A","381,052A","1,014,463A","1,893,842A","7,207,837A","5,712,801A","5,212,855A","499,945A","298,598B","1,196,438A","1,945,443A","2,790,582A","1,738,270A","1,343,485A","210,147A","184,637B","722,693A","3,542,989A",x,x,"780,630B",..
05-Jun,"30,590,992A","7,509,649A","6,587,657A","6,228,997A","358,660C","532,569B","389,423B","1,116,546A","739,230A","377,316A","1,032,466A","1,877,330A","7,191,921A","5,689,259A","5,189,192A","500,067A","299,530B","1,203,131A","1,940,915A","2,979,963A","1,778,662A","1,382,439A","215,104A","181,120A","730,357A","3,644,240A",x,x,"788,943B",..
05-Jul,"30,800,241A","7,663,815A","6,744,507A","6,396,454A","348,052C","523,863B","395,445B","1,115,873A","738,858A","377,014A","1,015,697A","1,866,856A","7,245,136A","5,726,310A","5,222,027A","504,284A","302,703B","1,216,122A","1,954,574A","3,031,841A","1,751,769A","1,357,881A","209,724A","184,164A","745,968A","3,623,475A",x,x,"785,238B",..
05-Aug,"30,647,393A","7,218,154A","6,298,712A","5,938,606A","360,106C","525,299B","394,143B","1,137,524A","749,036A","388,489A","1,025,596A","1,873,035A","7,248,009A","5,730,520A","5,234,058A","496,462A","302,034B","1,215,455B","1,967,218A","3,291,447A","1,753,031A","1,357,263A","212,643A","183,125A","741,088A","3,609,128A",x,x,"783,163B",..
05-Sep,"30,600,008A","6,861,095A","5,928,676A","5,575,616A","353,061C","521,526B","410,892B","1,139,730A","753,105A","386,625A","1,028,574A","1,906,915A","7,253,675A","5,752,632A","5,258,366A","494,267A","300,754B","1,200,289A","1,994,527A","3,524,687A","1,753,257A","1,358,880A","208,095A","186,283A","736,919A","3,611,427A",x,x,"789,203B",..
